GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_022829085.1	32617078	N/A	N/A	
GCA_905340225.1	25821128	N/A	N/A	
GCA_946251915.1	36657048	N/A	N/A	
GCA_016904835.1	25031638	N/A	N/A	
GCA_021347895.1	30897978	GCF_021347895.1	36616428	
GCA_904848185.1	22519528	GCF_904848185.1	22692388	
GCA_020080195.1	29026808	N/A	N/A	
GCA_013436515.1	20509008	N/A	N/A	
GCA_930367205.1	31877138	N/A	N/A	
GCA_929443795.2	38030708	N/A	N/A	
GCA_943193645.1	33827808	N/A	N/A	
GCA_009760885.1	15639418	N/A	N/A	
GCA_947623365.1	38592648	N/A	N/A	
GCA_027475565.2	39293098	GCF_027475565.1	39486318	
GCA_010645085.2	41696448	GCF_010645085.2	41696468	
GCA_902713435.2	31423188	N/A	N/A	
GCA_902713425.2	33265168	N/A	N/A	
GCA_948252455.1	39924048	N/A	N/A	
GCA_927399475.2	36955798	N/A	N/A	
GCA_946894065.1	36655508	N/A	N/A	
GCA_923062465.1	30643758	N/A	N/A	
GCA_907164435.1	27758248	N/A	N/A	
GCA_907164505.1	27758268	N/A	N/A	
GCA_907169655.1	27758308	N/A	N/A	
GCA_903995435.1	21789358	GCF_903995435.1	36641058	
GCA_027559615.1	39302148	N/A	N/A	
GCA_943193695.1	33827738	N/A	N/A	
GCA_910950805.1	28457278	N/A	N/A	
GCA_947359355.1	37968328	N/A	N/A	
GCA_910591435.1	27795508	N/A	N/A	
GCA_947256265.1	37188218	N/A	N/A	
GCA_946251955.1	36655478	N/A	N/A	
GCA_020536085.1	29669118	N/A	N/A	
GCA_013753865.1	21092708	GCF_013753865.1	29153348	
GCA_029620275.1	42003238	N/A	N/A	
GCA_005508785.2	33225278	GCF_005508785.2	33225298	
GCA_910592335.1	27796498	N/A	N/A	
GCA_021613535.1	31130668	N/A	N/A	
GCA_002204515.1	4634188	GCF_002204515.2	4674878	
GCA_025407655.1	36305228	N/A	N/A	
GCA_911387785.2	31798818	N/A	N/A	
GCA_024364675.1	34816298	GCF_024364675.1	35058978	
GCA_028453745.1	40664778	N/A	N/A	
GCA_020745825.3	41484108	GCF_020745825.1	41609568	
GCA_949130485.1	42218848	N/A	N/A	
GCA_927399405.1	31579158	N/A	N/A	
GCA_922987775.1	30643668	N/A	N/A	
GCA_947534325.1	38550428	N/A	N/A	
GCA_947389935.1	37996968	N/A	N/A	
GCA_029378335.1	41749758	N/A	N/A	
GCA_914767915.1	28913268	N/A	N/A	
GCA_949125355.1	41862798	N/A	N/A	
GCA_932305915.1	32253208	N/A	N/A	
GCA_940337035.1	34364378	N/A	N/A	
GCA_943789525.1	34136178	N/A	N/A	
GCA_928269145.1	31423098	N/A	N/A	
GCA_914767755.1	28913078	N/A	N/A	
GCA_949152395.1	41863188	N/A	N/A	
GCA_947364205.1	38479028	N/A	N/A	
GCA_916701695.1	30127498	N/A	N/A	
GCA_028554685.1	40700988	N/A	N/A	
GCA_943136025.2	38035638	N/A	N/A	
GCA_929113105.1	31798318	N/A	N/A	
GCA_028640845.1	40977438	N/A	N/A	
GCA_002007445.3	32756348	GCF_002007445.2	32756368	
GCA_022829145.1	32617048	N/A	N/A	
GCA_008658365.1	14391048	N/A	N/A	
GCA_949125135.1	41862858	N/A	N/A	
GCA_026122505.1	37392848	N/A	N/A	
GCA_932294295.1	32252988	N/A	N/A	
GCA_947179485.1	37019098	N/A	N/A	
GCA_024542945.1	35124958	N/A	N/A	
GCA_932294325.1	32252958	N/A	N/A	
GCA_946863875.1	36655258	N/A	N/A	
GCA_017589495.2	33220288	GCF_017589495.1	33265228	
GCA_018492685.1	26892258	GCF_018492685.1	27280478	
GCA_019202745.1	27844778	N/A	N/A	
GCA_946251855.1	36654798	N/A	N/A	
GCA_017639355.1	25887258	N/A	N/A	
GCA_010909765.2	25854908	GCF_010909765.2	25858558	
GCA_933228735.2	41084638	N/A	N/A	
GCA_002915635.3	25914268	N/A	N/A	
GCA_012411365.1	18804708	N/A	N/A	
GCA_017591415.1	25887528	N/A	N/A	
GCA_027887145.1	39762368	N/A	N/A	
GCA_026122265.1	37392798	N/A	N/A	
GCA_027579445.1	39302118	N/A	N/A	
GCA_949126905.1	41862918	N/A	N/A	
GCA_949316495.1	41863218	N/A	N/A	
GCA_013435755.1	20508728	N/A	N/A	
GCA_947508005.1	38326558	N/A	N/A	
GCA_945859645.1	35904928	N/A	N/A	
GCA_027123335.1	38796168	N/A	N/A	
GCA_022539595.1	32224078	GCF_022539595.1	41761928	
GCA_003047355.2	7950898	N/A	N/A	
GCA_910594945.2	31798398	N/A	N/A	
GCA_905220435.1	25060638	N/A	N/A	
GCA_900324465.3	26551548	N/A	N/A	
GCA_014839685.1	22448378	N/A	N/A	
GCA_021292105.1	30740408	N/A	N/A	
GCA_949315895.1	41863278	N/A	N/A	
GCA_947563765.1	38552208	N/A	N/A	
GCA_015476345.1	23405798	GCF_015476345.1	23481788	
GCA_900411745.1	20341908	N/A	N/A	
GCA_008746955.1	14240218	N/A	N/A	
GCA_003850225.1	7960778	GCF_003850225.1	7998918	
GCA_002743455.1	5606198	N/A	N/A	
GCA_949128115.1	42218138	N/A	N/A	
GCA_028408465.1	40617108	GCF_028408465.1	41112048	
GCA_027943255.1	39890558	GCF_027943255.1	41865198	
GCA_916049575.1	28913598	N/A	N/A	
GCA_947577245.1	38567158	N/A	N/A	
GCA_029448645.1	41749768	N/A	N/A	
GCA_029168295.1	41431128	N/A	N/A	
GCA_929108735.1	31798348	N/A	N/A	
GCA_946251845.1	36655308	N/A	N/A	
GCA_910592295.1	27796588	N/A	N/A	
GCA_944738655.2	38034638	N/A	N/A	
GCA_929113495.1	31798598	N/A	N/A	
GCA_013347855.1	20100408	GCF_013347855.1	20177198	
GCA_018320845.1	26697368	N/A	N/A	
GCA_025169545.1	35856138	N/A	N/A	
GCA_018555375.2	29146018	N/A	N/A	
GCA_949126835.1	42217578	N/A	N/A	
GCA_000090745.2	305698	GCF_000090745.1	249188	
GCA_013758885.1	21450638	GCF_013758885.1	21627378	
GCA_015501965.1	23404288	N/A	N/A	
GCA_000349125.2	4896688	N/A	N/A	
GCA_943734665.1	34134868	GCF_943734665.1	34908408	
GCA_016920715.1	25500218	GCF_016920715.1	25770008	
GCA_015501955.1	23404268	N/A	N/A	
GCA_943735745.1	34135068	N/A	N/A	
GCA_943734685.1	34500468	GCF_943734685.1	34690388	
GCA_016508615.1	24459058	N/A	N/A	
GCA_016097175.1	24001888	N/A	N/A	
GCA_016097195.1	24001878	N/A	N/A	
GCA_016097205.1	24001868	N/A	N/A	
GCA_016097095.1	24001908	N/A	N/A	
GCA_016097225.1	24001858	N/A	N/A	
GCA_016097185.1	24001898	N/A	N/A	
GCA_016920705.1	25500208	GCF_016920705.1	25770628	
GCA_943734705.1	34134918	N/A	N/A	
GCA_943734635.1	34135838	GCF_943734635.1	39302968	
GCA_943734745.1	34135448	GCF_943734745.1	34907758	
GCA_943734845.1	34500448	GCF_943734845.2	34689968	
GCA_003951495.1	8109538	N/A	N/A	
GCA_016170035.1	24132578	N/A	N/A	
GCA_943734735.2	39807018	N/A	N/A	
GCA_000005575.1	304838	GCF_000005575.2	305108	
GCA_016170015.1	24132618	N/A	N/A	
GCA_943734695.1	34135708	GCF_943734695.1	34907668	
GCA_943734725.1	34135098	GCF_943734725.1	40782068	
GCA_017562075.2	26469068	GCF_017562075.2	27070588	
GCA_943734755.1	34134838	GCF_943734755.1	39302328	
GCA_943737925.1	34136098	GCF_943737925.1	40766388	
GCA_016254315.1	24136058	N/A	N/A	
GCA_018908115.1	27434148	N/A	N/A	
GCA_013141755.1	19987618	GCF_013141755.1	21973768	
GCA_003448955.2	8341078	N/A	N/A	
GCA_003448975.2	8341098	N/A	N/A	
GCA_023078585.1	32893378	N/A	N/A	
GCA_020882675.1	30152918	N/A	N/A	
GCA_017562265.1	25788598	N/A	N/A	
GCA_016170025.1	24132688	N/A	N/A	
GCA_943734765.1	34134968	N/A	N/A	
GCA_914767735.1	28913008	N/A	N/A	
GCA_027596085.2	40825788	GCF_027596085.1	41661248	
GCA_945859665.1	36655408	N/A	N/A	
GCA_026259575.1	37582488	N/A	N/A	
GCA_025388735.1	36231078	N/A	N/A	
GCA_025583725.1	36548988	N/A	N/A	
GCA_016432865.2	36981438	GCF_016432865.1	37165688	
GCA_013358685.1	20103528	N/A	N/A	
GCA_022405125.1	32132098	N/A	N/A	
GCA_905404175.1	26464918	N/A	N/A	
GCA_022605725.3	35138788	GCF_022605725.1	35298698	
GCA_947579855.1	38565048	N/A	N/A	
GCA_947359405.1	37968358	N/A	N/A	
GCA_027563665.1	39302128	N/A	N/A	
GCA_949629185.1	41863938	N/A	N/A	
GCA_947507525.1	38462698	N/A	N/A	
GCA_911387795.2	31872478	N/A	N/A	
GCA_945859715.1	36656418	N/A	N/A	
GCA_934044485.1	32517518	N/A	N/A	
GCA_021346845.1	30792318	N/A	N/A	
GCA_020882685.1	30152658	N/A	N/A	
GCA_020882725.1	30152928	N/A	N/A	
GCA_014905175.1	22545258	GCF_014905175.1	28906568	
GCA_020184175.2	35139398	GCF_020184175.1	35175788	
GCA_917880025.4	37467958	N/A	N/A	
GCA_020184165.1	29146168	N/A	N/A	
GCA_029169275.1	41467468	N/A	N/A	
GCA_020141525.2	34247708	N/A	N/A	
GCA_029531695.1	41959468	N/A	N/A	
GCA_011100585.1	17408808	N/A	N/A	
GCA_003254395.2	7372188	GCF_003254395.2	7434688	
GCA_000002195.1	239898	GCF_000002195.4	254398	
GCA_013841245.2	28661708	N/A	N/A	
GCA_019321825.1	27997898	N/A	N/A	
GCA_003314205.2	32715268	N/A	N/A	
GCA_918807975.1	30196678	N/A	N/A	
GCA_921293045.1	30508118	N/A	N/A	
GCA_017639675.1	25887588	N/A	N/A	
GCA_947579745.1	38569918	N/A	N/A	
GCA_946406115.1	36656028	N/A	N/A	
GCA_947179515.1	37011728	GCF_947179515.1	37302078	
GCA_911728435.2	36715698	N/A	N/A	
GCA_009739505.2	21899708	N/A	N/A	
GCA_947044815.1	37134528	N/A	N/A	
GCA_912999735.1	28507078	N/A	N/A	
GCA_932294355.1	32252888	N/A	N/A	
GCA_947507805.1	38443058	N/A	N/A	
GCA_932273695.1	32252488	N/A	N/A	
GCA_947623375.1	38893608	N/A	N/A	
GCA_905147355.2	31423788	N/A	N/A	
GCA_020740795.1	29951918	GCF_020740795.1	36984268	
GCA_900496995.4	25913928	GCF_900496995.4	26470758	
GCA_028858755.1	41069368	N/A	N/A	
GCA_028858555.1	41069268	N/A	N/A	
GCA_023079485.1	32893478	N/A	N/A	
GCA_947859365.1	39335198	N/A	N/A	
GCA_947563465.1	38552048	N/A	N/A	
GCA_014843695.1	22470318	N/A	N/A	
GCA_007364275.2	12982938	GCF_007364275.1	13145758	
GCA_028646355.1	40826328	N/A	N/A	
GCA_947563725.1	38552358	N/A	N/A	
GCA_015342795.1	23202268	N/A	N/A	
GCA_946959425.1	39177418	N/A	N/A	
GCA_905147365.1	25032098	GCF_905147365.1	27519398	
GCA_944452695.1	34912318	N/A	N/A	
GCA_937612035.1	33653458	N/A	N/A	
GCA_020796225.1	30042158	N/A	N/A	
GCA_027921565.1	39808768	N/A	N/A	
GCA_011762505.1	18124138	GCF_011762505.1	19562748	
GCA_903992535.2	26733828	GCF_903992535.2	27360728	
GCA_013433145.1	20508628	N/A	N/A	
GCA_947561715.1	38551688	N/A	N/A	
GCA_023376895.1	33292268	N/A	N/A	
GCA_900246225.5	27519378	N/A	N/A	
GCA_902459465.3	16850268	GCF_902459465.1	18980918	
GCA_949699075.1	41864058	N/A	N/A	
GCA_023375975.1	33421118	GCF_023375975.1	34197578	
GCA_023375835.1	33421098	N/A	N/A	
GCA_019721115.1	28565398	N/A	N/A	
GCA_023375845.1	33421088	N/A	N/A	
GCA_000372685.2	5087688	GCF_000372685.2	5110888	
GCA_905333075.3	31423388	N/A	N/A	
GCA_917208135.1	29848248	GCF_917208135.1	33758368	
GCA_947532105.1	38479538	N/A	N/A	
GCA_947579605.1	38568908	N/A	N/A	
GCA_028453695.1	40666588	N/A	N/A	
GCA_028455555.1	40666598	N/A	N/A	
GCA_905146925.1	25032948	N/A	N/A	
GCA_905475315.1	26466668	N/A	N/A	
GCA_026413565.1	37704778	N/A	N/A	
GCA_009819795.1	15715158	GCF_009819795.1	15872058	
GCA_029042245.1	41482358	N/A	N/A	
GCA_028533215.1	40722498	N/A	N/A	
GCA_024516035.1	35058948	N/A	N/A	
GCA_027475135.1	39245798	N/A	N/A	
GCA_023373825.1	33284068	GCF_023373825.1	34019978	
GCA_020283865.1	29314678	N/A	N/A	
GCA_024586455.2	35299808	GCF_024586455.1	35347298	
GCA_016617805.2	25148088	GCF_016617805.1	25300968	
GCA_009873245.3	22448568	GCF_009873245.2	22588588	
GCA_028023285.1	40292178	N/A	N/A	
GCA_011004875.1	17355288	N/A	N/A	
GCA_947034865.1	37134468	N/A	N/A	
GCA_936440315.1	33650868	N/A	N/A	
GCA_023566175.1	33685018	N/A	N/A	
GCA_019155185.1	27749858	N/A	N/A	
GCA_916048285.2	31798968	N/A	N/A	
GCA_010883055.1	17056478	GCF_010883055.1	18470338	
GCA_910589475.2	36714388	N/A	N/A	
GCA_918797505.1	36462178	N/A	N/A	
GCA_949128065.1	41863068	N/A	N/A	
GCA_024678985.1	35250568	N/A	N/A	
GCA_900634795.4	41561838	N/A	N/A	
GCA_013403625.1	20322808	N/A	N/A	
GCA_910594885.2	38029988	N/A	N/A	
GCA_947172395.1	37021228	GCF_947172395.1	38765108	
GCA_947242115.1	37059158	N/A	N/A	
GCA_905404145.2	31423518	N/A	N/A	
GCA_907269095.1	26834228	N/A	N/A	
GCA_905147135.1	25031858	N/A	N/A	
GCA_947652115.1	38891258	N/A	N/A	
GCA_946965025.1	36654038	N/A	N/A	
GCA_029204025.1	41468658	N/A	N/A	
GCA_026151205.1	37374548	N/A	N/A	
GCA_905231865.2	25914198	N/A	N/A	
GCA_027579735.1	39302208	GCF_027579735.1	39806878	
GCA_024516045.2	35855318	GCF_024516045.1	35926718	
GCA_014825925.1	22448508	N/A	N/A	
GCA_905333015.3	36719498	N/A	N/A	
GCA_014825975.1	22448518	N/A	N/A	
GCA_905332935.1	25815878	N/A	N/A	
GCA_024542735.1	35124948	GCF_024542735.1	35817168	
GCA_911387925.2	36718528	N/A	N/A	
GCA_014825875.1	22448498	N/A	N/A	
GCA_905332965.1	25815908	N/A	N/A	
GCA_930367275.1	31877188	N/A	N/A	
GCA_014825855.1	22448448	GCF_014825855.1	28903948	
GCA_911622165.2	36714918	N/A	N/A	
GCA_910591885.2	31798448	GCF_910591885.1	33407918	
GCA_000214255.1	286608	GCF_000214255.1	294348	
GCA_014825825.1	22448438	N/A	N/A	
GCA_939192795.1	33654128	N/A	N/A	
GCA_932526495.1	32413538	N/A	N/A	
GCA_014905235.2	23208008	GCF_014905235.1	23261928	
GCA_026075555.1	37259758	N/A	N/A	
GCA_027497115.1	39182438	N/A	N/A	
GCA_027497135.1	39182458	N/A	N/A	
GCA_014182915.2	28391928	N/A	N/A	
GCA_946052875.1	36657438	N/A	N/A	
GCA_005887515.3	36748278	N/A	N/A	
GCA_027580245.1	39302478	N/A	N/A	
GCA_009493645.1	15018558	N/A	N/A	
GCA_009493655.1	15018428	N/A	N/A	
GCA_000247795.2	1421958	GCF_000247795.1	3933778	
GCA_029378745.1	41668318	N/A	N/A	
GCA_029378735.1	41668288	N/A	N/A	
GCA_026262465.1	37582618	N/A	N/A	
GCA_026262545.1	37582608	N/A	N/A	
GCA_026262515.1	37582628	N/A	N/A	
GCA_026262375.1	37582638	N/A	N/A	
GCA_003369695.2	7969888	GCF_003369695.1	8054268	
GCA_003369685.2	7969898	N/A	N/A	
GCA_027580195.1	39302468	N/A	N/A	
GCA_002968435.1	6168938	N/A	N/A	
GCA_002263795.3	33429948	GCF_002263795.2	33429968	
GCA_947034695.1	37058288	N/A	N/A	
GCA_021234555.1	30652288	N/A	N/A	
GCA_028973685.1	41273658	N/A	N/A	
GCA_905123885.1	32185738	N/A	N/A	
GCA_905123515.1	32185728	N/A	N/A	
GCA_021347905.1	30898078	N/A	N/A	
GCA_000003205.6	2689988	GCF_000003205.7	2701278	
GCA_000003055.5	1400768	GCF_000003055.6	1425528	
GCA_018282465.1	26630168	N/A	N/A	
GCA_018282365.1	26630148	N/A	N/A	
GCA_020698575.1	29922178	N/A	N/A	
GCA_937001585.2	38036098	N/A	N/A	
GCA_945910035.1	36654688	N/A	N/A	
GCA_907164805.1	26794848	N/A	N/A	
GCA_014529535.2	39258158	N/A	N/A	
GCA_947562095.1	38552158	N/A	N/A	
GCA_000003815.2	19352338	GCF_000003815.2	21319168	
GCA_019207045.1	27844838	N/A	N/A	
GCA_019207075.1	27844828	N/A	N/A	
GCA_022788385.1	32549148	N/A	N/A	
GCA_013266295.2	20509088	N/A	N/A	
GCA_015852565.1	23714198	N/A	N/A	
GCA_927797965.1	31579238	N/A	N/A	
GCA_921294245.1	31030298	N/A	N/A	
GCA_947093115.1	37129738	N/A	N/A	
GCA_921882275.1	30643878	N/A	N/A	
GCA_023856365.1	34228388	GCF_023856365.1	34300318	
GCA_949316355.1	41863548	N/A	N/A	
GCA_012070555.1	18616118	N/A	N/A	
GCA_934046635.1	32517638	N/A	N/A	
GCA_019923935.1	28791618	GCF_019923935.1	30093448	
GCA_003121395.1	6491898	GCF_003121395.1	6500688	
GCA_019923925.1	28791528	GCF_019923925.1	29724588	
GCA_029407905.2	42145098	N/A	N/A	
GCA_009769605.1	15675198	N/A	N/A	
GCA_023091745.2	37900888	GCF_023091745.1	38125568	
GCA_905171765.1	25032778	GCF_905171765.1	25500478	
GCA_014858855.1	22543538	GCF_014858855.1	29370228	
GCA_935421135.1	33117678	N/A	N/A	
GCA_023653725.1	33754098	N/A	N/A	
GCA_025436335.1	36355628	N/A	N/A	
GCA_000004555.3	1356838	GCF_000004555.2	30378558	
GCA_022453885.1	32099558	N/A	N/A	
GCA_021491975.1	30988908	N/A	N/A	
GCA_029581135.1	41925318	N/A	N/A	
GCA_028201515.1	40191108	N/A	N/A	
GCA_020450165.1	29472978	N/A	N/A	
GCA_004526295.1	8988638	N/A	N/A	
GCA_000975215.1	1770628	N/A	N/A	
GCA_022984815.1	32852328	N/A	N/A	
GCA_029748435.1	42223638	N/A	N/A	
GCA_003052745.1	6376218	N/A	N/A	
GCA_002259235.3	41995988	N/A	N/A	
GCA_027920645.1	39802118	N/A	N/A	
GCA_002742825.1	5624748	N/A	N/A	
GCA_001643685.2	28191658	N/A	N/A	
GCA_010183535.1	16510978	GCF_010183535.1	40826128	
GCA_002259225.3	39301978	N/A	N/A	
GCA_001643735.4	39301938	N/A	N/A	
GCA_016735795.1	24715208	N/A	N/A	
GCA_018104995.1	26458458	N/A	N/A	
GCA_009194515.1	15732308	N/A	N/A	
GCA_927399485.1	31578948	N/A	N/A	
GCA_013387185.1	20226258	N/A	N/A	
GCA_020233015.1	29231538	N/A	N/A	
GCA_942486065.2	38035608	N/A	N/A	
GCA_022606455.1	32337518	N/A	N/A	
GCA_011100555.2	26492428	GCF_011100555.1	41093638	
GCA_011100535.2	26492298	N/A	N/A	
GCA_011078405.1	17408508	N/A	N/A	
GCA_009663435.2	19676488	GCF_009663435.1	19716738	
GCA_000004665.1	5898	GCF_000004665.1	6608	
GCA_013138085.1	19672128	N/A	N/A	
GCA_003957555.2	10111698	GCF_003957555.1	12997268	
GCA_901933205.1	13665368	GCF_901933205.1	13933528	
GCA_902806625.1	18105298	N/A	N/A	
GCA_000803125.3	14240658	GCF_000803125.2	14406718	
GCA_009834535.1	15738348	GCF_009834535.1	16374438	
GCA_912999815.1	28507188	N/A	N/A	
GCA_948107755.1	39874628	N/A	N/A	
GCA_905319855.2	25914118	N/A	N/A	
GCA_003254725.2	22055618	GCF_003254725.2	33886048	
GCA_012295265.2	33430738	N/A	N/A	
GCA_000002285.4	22464168	GCF_000002285.5	23445278	
GCA_012044875.1	41749668	N/A	N/A	
GCA_012045015.1	34697758	N/A	N/A	
GCA_013276365.2	25056048	N/A	N/A	
GCA_008641055.3	18810808	N/A	N/A	
GCA_014441545.1	21981068	GCF_014441545.1	23482308	
GCA_004886185.2	13201148	N/A	N/A	
GCA_011100685.1	17410168	GCF_011100685.1	20192338	
GCA_005444595.1	10748178	GCF_005444595.1	20192208	
GCA_949152465.1	41863098	N/A	N/A	
GCA_947369205.1	38455068	N/A	N/A	
GCA_911387805.1	28019868	N/A	N/A	
GCA_000978405.1	1739488	N/A	N/A	
GCA_001704415.2	34702798	GCF_001704415.2	34702828	
GCA_015443085.1	23198378	N/A	N/A	
GCA_026652205.1	38035258	N/A	N/A	
GCA_000317765.2	2325218	N/A	N/A	
GCA_004361675.1	8775548	N/A	N/A	
GCA_907165065.1	26794948	N/A	N/A	
GCA_932526535.1	32413588	N/A	N/A	
GCA_947462355.1	38157178	N/A	N/A	
GCA_003368295.1	7049688	GCF_003368295.1	7202898	
GCA_019720715.2	33240468	N/A	N/A	
GCA_014332655.1	21843038	N/A	N/A	
GCA_023724105.1	33920618	GCF_023724105.1	37758368	
GCA_023724085.1	33920608	N/A	N/A	
GCA_023724075.1	33920628	N/A	N/A	
GCA_019843895.2	33240478	N/A	N/A	
GCA_017639515.1	25887338	GCF_017639515.1	26470268	
GCA_910589575.2	33061258	N/A	N/A	
GCA_011833715.1	18203078	N/A	N/A	
GCA_023653815.1	33754118	GCF_023653815.1	34248998	
GCA_009819825.1	15715218	N/A	N/A	
GCA_014607495.2	22310678	N/A	N/A	
GCA_944567765.1	34675768	N/A	N/A	
GCA_021464435.1	31014468	GCF_021464435.1	35637638	
GCA_021464445.1	31014448	N/A	N/A	
GCA_022496165.2	33753958	N/A	N/A	
GCA_009819885.2	24182808	GCF_009819885.2	27979348	
GCA_930367265.1	31877438	N/A	N/A	
GCA_905187575.1	25032128	N/A	N/A	
GCA_949152445.1	41863158	N/A	N/A	
GCA_947846245.1	39313148	N/A	N/A	
GCA_021442165.1	30921508	N/A	N/A	
GCA_023653735.1	34289518	N/A	N/A	
GCA_910591515.1	27795598	N/A	N/A	
GCA_028627265.1	40826628	N/A	N/A	
GCA_018697195.1	27175778	N/A	N/A	
GCA_019320065.1	28024148	GCF_019320065.1	28655928	
GCA_910594005.1	27797128	GCF_910594005.1	28933968	
GCA_002197005.1	4608458	N/A	N/A	
GCA_010411085.1	16611318	N/A	N/A	
GCA_949128085.1	42218238	N/A	N/A	
GCA_917834065.1	36464838	N/A	N/A	
GCA_023974075.1	34288018	N/A	N/A	
GCA_018997905.1	27558248	N/A	N/A	
GCA_004786185.1	9302018	N/A	N/A	
GCA_020496755.1	29568228	N/A	N/A	
GCA_024489055.1	34948428	N/A	N/A	
GCA_902362185.1	13201428	GCF_902362185.1	13704338	
GCA_947361185.1	38161808	N/A	N/A	
GCA_018320785.1	26697338	GCF_018320785.1	26833378	
GCA_948293265.1	39931448	N/A	N/A	
GCA_936431705.1	33639968	N/A	N/A	
GCA_949372485.1	41863848	N/A	N/A	
GCA_948107745.1	39874658	N/A	N/A	
GCA_946477585.1	36655558	N/A	N/A	
GCA_949126925.1	42217608	N/A	N/A	
GCA_916610125.1	29213568	N/A	N/A	
GCA_017976325.1	26270298	GCF_017976325.1	27070618	
GCA_015237465.2	27864078	GCF_015237465.2	28689818	
GCA_028641665.1	40976928	N/A	N/A	
GCA_026875155.2	39314838	GCF_026875155.1	39506728	
GCA_947359385.1	37968418	N/A	N/A	
GCA_024721215.1	35296298	N/A	N/A	
GCA_902850365.2	36461678	N/A	N/A	
GCA_004010195.1	8216688	GCF_004010195.1	28777758	
GCA_917627325.4	36796038	N/A	N/A	
GCA_026123125.1	37347888	N/A	N/A	
GCA_009829145.1	15730398	GCF_009829145.1	16053978	
GCA_000409795.2	975068	GCF_000409795.2	1024848	
GCA_932294275.1	32253018	N/A	N/A	
GCA_020466095.1	29596438	N/A	N/A	
GCA_015220235.1	22893318	GCF_015220235.1	23223548	
GCA_947172415.1	37034658	N/A	N/A	
GCA_949316135.1	41863368	N/A	N/A	
GCA_025370935.1	36206768	N/A	N/A	
GCA_000241765.5	22928598	GCF_000241765.5	41660908	
GCA_028533335.1	40700028	N/A	N/A	
GCA_941860345.1	34365228	N/A	N/A	
GCA_903961255.1	36465038	N/A	N/A	
GCA_944452925.2	38035668	N/A	N/A	
GCA_012295275.1	18685548	N/A	N/A	
GCA_027562985.1	39258138	N/A	N/A	
GCA_020423425.1	29473078	N/A	N/A	
GCA_905475395.1	26466848	GCF_905475395.1	29723528	
GCA_910589605.1	27793748	N/A	N/A	
GCA_911387755.1	28019898	N/A	N/A	
GCA_017639555.1	25887668	N/A	N/A	
GCA_000224145.2	1182248	GCF_000224145.3	5812968	
GCA_937654795.1	33653898	N/A	N/A	
GCA_024256425.2	39893148	GCF_024256425.1	40489498	
GCA_024256435.1	34659588	N/A	N/A	
GCA_024256465.1	34659618	N/A	N/A	
GCA_947623445.1	38600628	N/A	N/A	
GCA_947507545.1	38464248	N/A	N/A	
GCA_949628265.1	41863908	N/A	N/A	
GCA_003604175.2	26202388	N/A	N/A	
GCA_905475355.2	32174658	N/A	N/A	
GCA_900700415.2	25682298	GCF_900700415.2	28016748	
GCA_920105625.2	36955828	N/A	N/A	
GCA_014851415.1	22470138	N/A	N/A	
GCA_907165205.1	26794978	GCF_907165205.1	29723378	
GCA_947623535.1	38596308	N/A	N/A	
GCA_017309665.1	25494138	N/A	N/A	
GCA_947389925.1	38483428	N/A	N/A	
GCA_028534165.1	40702168	N/A	N/A	
GCA_027475355.1	39156498	N/A	N/A	
GCA_007927625.1	13201118	N/A	N/A	
GCA_015227895.2	30429778	N/A	N/A	
GCA_947284805.1	37306728	N/A	N/A	
GCA_905220415.1	25031828	GCF_905220415.1	30721318	
GCA_028858725.1	41069348	N/A	N/A	
GCA_028858625.1	41069258	N/A	N/A	
GCA_004119915.2	25905848	N/A	N/A	
GCA_021498455.1	31014388	N/A	N/A	
GCA_013407035.1	20322988	N/A	N/A	
GCA_028654425.1	40827038	N/A	N/A	
GCA_001887795.1	3768368	N/A	N/A	
GCA_029237695.1	41554548	N/A	N/A	
GCA_029692045.1	42062658	N/A	N/A	
GCA_027627225.1	39551068	N/A	N/A	
GCA_948150665.1	39887148	N/A	N/A	
GCA_948455865.1	40578678	N/A	N/A	
GCA_018398815.1	26891878	N/A	N/A	
GCA_020615455.1	29951868	GCF_020615455.1	30152618	
GCA_018398675.1	26891918	GCF_018398675.1	27025268	
GCA_902810595.1	17728368	N/A	N/A	
GCA_914767935.1	28913238	N/A	N/A	
GCA_011952105.1	18616228	N/A	N/A	
GCA_000738735.6	32884268	N/A	N/A	
GCA_020740725.1	29951838	GCF_020740725.1	33268228	
GCA_009650955.1	15409528	GCF_009650955.1	15732778	
GCA_946251885.1	36658008	N/A	N/A	
GCA_905163495.3	36955768	N/A	N/A	
GCA_020080835.1	29026838	GCF_020080835.1	29646728	
GCA_900634415.1	8516498	GCF_900634415.1	9031988	
GCA_023566465.1	33684318	N/A	N/A	
GCA_001577835.2	15793588	GCF_001577835.2	16309638	
GCA_949710035.1	41864118	N/A	N/A	
GCA_905163465.1	24739898	N/A	N/A	
GCA_023630585.1	33724818	N/A	N/A	
GCA_026119655.1	37392898	N/A	N/A	
GCA_025612915.2	38513488	GCF_025612915.1	38798538	
GCA_020458035.1	29596518	N/A	N/A	
GCA_020567875.1	29951738	N/A	N/A	
GCA_902806645.1	17498038	GCF_902806645.1	19361738	
GCA_011032805.1	17286328	N/A	N/A	
GCA_015776775.1	23658568	N/A	N/A	
